Grade,Subject,Course,Key,Text,Keywords
4,English Language Arts,English,15.a,"Plan a first draft by selecting a genre appropriate for conveying the intended meaning to an audience and generating ideas through a range of strategies (e.g., brainstorming, graphic organizers, logs, journals);",
4,English Language Arts,English,15.b,Develop drafts by categorizing ideas and organizing them into paragraphs;,
4,English Language Arts,English,15.c,"Revise drafts for coherence, organization, use of simple and compound sentences, and audience;",
4,English Language Arts,English,15.d,"Edit drafts for grammar, mechanics, and spelling using a teacher-developed rubric; and",
4,English Language Arts,English,15.e,Revise final draft in response to feedback from peers and teacher and publish written work for a specific audience.,
4,English Language Arts,English,16,"Writing/Literary Texts. Students write literary texts to express their ideas and feelings about real or imagined people, events, and ideas. Students are expected to:",
4,English Language Arts,English,16.a,Write imaginative stories that build the plot to a climax and contain details about the characters and setting; and,
4,English Language Arts,English,16.b,"Write poems that convey sensory details using the conventions of poetry (e.g., rhyme, meter, patterns of verse).",
4,English Language Arts,English,17,Writing. Students write about their own experiences. Students are expected to write about important personal experiences.,
4,English Language Arts,English,18,Writing/Expository and Procedural Texts. Students write expository and procedural or work-related texts to communicate ideas and information to specific audiences for specific purposes. Students are expected to:,
4,English Language Arts,English,18.a,Create brief compositions that:,
4,English Language Arts,English,18.a.i,Establish a central idea in a topic sentence;,
4,English Language Arts,English,18.a.ii,"Include supporting sentences with simple facts, details, and explanations; and",
4,English Language Arts,English,18.a.iii,Contain a concluding statement;,
4,English Language Arts,English,18.b,"Write letters whose language is tailored to the audience and purpose (e.g., a thank you note to a friend) and that use appropriate conventions (e.g., date, salutation, closing); and",
4,English Language Arts,English,18.c,Write responses to literary or expository texts and provide evidence from the text to demonstrate understanding.,
4,English Language Arts,English,19,Writing/Persuasive Texts. Students write persuasive texts to influence the attitudes or actions of a specific audience on specific issues. Students are expected to write persuasive essays for appropriate audiences that establish a position and use supporting details.,
4,English Language Arts,English,20,Oral and Written Conventions/Conventions. Students understand the function of and use the conventions of academic language when speaking and writing. Students continue to apply earlier standards with greater complexity. Students are expected to:,
4,English Language Arts,English,20.a,"Use and understand the function of the following parts of speech in the context of reading, writing, and speaking:",
4,English Language Arts,English,20.a.i,Verbs (irregular verbs);,
4,English Language Arts,English,20.a.ii,"Nouns (singular/plural, common/proper);",
4,English Language Arts,English,20.a.iii,"Adjectives (e.g., descriptive, including purpose: sleeping bag, frying pan) and their comparative and superlative forms (e.g., fast, faster, fastest);",
4,English Language Arts,English,20.a.iv,"Adverbs (e.g., frequency: usually, sometimes; intensity: almost, a lot);",
4,English Language Arts,English,20.a.v,"Prepositions and prepositional phrases to convey location, time, direction, or to provide details;",
4,English Language Arts,English,20.a.vi,"Reflexive pronouns (e.g., myself, ourselves);",
4,English Language Arts,English,20.a.vii,"Correlative conjunctions (e.g., either/or, neither/nor); and",
4,English Language Arts,English,20.a.viii,Use time-order transition words and transitions that indicate a conclusion;,
